TEAM,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
DEN,W,240,105,42,91,46.2,4,20,20,17,23,73.9,11,35,46,25,8,4,11,12
ORL,W,239,114,48,84,57.1,11,23,47.8,7,14,50,6,39,45,22,9,7,17,24
GSW,W,240,120,46,95,48.4,10,38,26.3,18,20,90,15,38,53,33,7,13,17,20
NYK,W,240,107,44,98,44.9,9,27,33.3,10,17,58.8,19,36,55,19,7,6,11,19
TOR,W,241,101,40,93,43,7,29,24.1,14,20,70,9,31,40,27,12,4,12,24
LAC,W,241,104,36,77,46.8,9,28,32.1,23,36,63.9,14,32,46,11,4,5,11,19
CHI,W,240,91,31,86,36,7,32,21.9,22,29,75.9,18,44,62,20,5,4,13,15
BOS,W,241,96,33,78,42.3,11,30,36.7,19,22,86.4,6,39,45,21,7,4,15,14
NOP,W,240,114,42,86,48.8,13,32,40.6,17,23,73.9,10,37,47,22,5,3,15,24
MEM,W,239,96,30,73,41.1,10,34,29.4,26,30,86.7,9,37,46,18,7,6,18,23
GSW,W,241,117,43,77,55.8,12,26,46.2,19,22,86.4,6,31,37,32,10,7,17,15
PHX,W,240,97,42,96,43.8,6,19,31.6,7,9,77.8,16,39,55,18,8,5,16,25
LAL,W,265,102,41,92,44.6,7,30,23.3,13,16,81.3,6,47,53,27,9,5,21,26
SAS,W,239,117,42,76,55.3,10,17,58.8,23,30,76.7,8,36,44,18,6,3,13,20
HOU,W,239,105,36,75,48,12,39,30.8,21,24,87.5,7,33,40,22,11,13,19,13
CHA,W,240,110,38,81,46.9,13,31,41.9,21,26,80.8,10,40,50,17,5,5,14,16
DET,W,242,122,48,92,52.2,15,34,44.1,11,17,64.7,12,35,47,32,7,3,14,22
BKN,W,241,112,40,93,43,17,46,37,15,21,71.4,10,28,38,22,11,3,12,22
OKC,W,241,114,43,89,48.3,10,27,37,18,26,69.2,16,33,49,26,8,8,20,27
DAL,W,239,103,36,74,48.6,11,26,42.3,20,29,69,4,31,35,20,6,4,11,20
ORL,W,241,125,41,83,49.4,8,23,34.8,35,40,87.5,6,38,44,20,8,5,11,23
POR,W,240,103,33,88,37.5,10,29,34.5,27,33,81.8,18,45,63,17,7,7,18,22
CLE,W,240,119,43,83,51.8,16,38,42.1,17,22,77.3,8,31,39,28,5,3,9,14
LAC,W,240,102,39,83,47,10,29,34.5,14,21,66.7,11,33,44,21,12,4,13,16
BOS,W,241,110,37,75,49.3,14,29,48.3,22,27,81.5,5,36,41,26,11,7,12,24
IND,W,238,130,56,84,66.7,10,22,45.5,8,11,72.7,8,34,42,31,8,2,17,21
PHI,W,242,97,35,75,46.7,9,24,37.5,18,24,75,8,41,49,25,11,0,21,24
WAS,W,241,109,37,84,44,9,30,30,26,28,92.9,10,28,38,24,13,3,15,24
MEM,W,240,98,29,68,42.6,6,19,31.6,34,37,91.9,3,35,38,16,4,2,12,21
MIA,W,241,104,39,85,45.9,14,37,37.8,12,18,66.7,10,31,41,21,12,6,19,19
MIL,W,241,103,40,85,47.1,9,26,34.6,14,16,87.5,5,37,42,24,8,4,13,27
GSW,W,240,133,48,86,55.8,15,39,38.5,22,26,84.6,10,40,50,33,6,8,16,23
PHX,W,240,117,42,77,54.5,10,30,33.3,23,27,85.2,6,39,45,20,6,5,20,25
SAS,W,239,101,40,90,44.4,5,20,25,16,23,69.6,18,37,55,19,4,12,20,22
MIN,W,240,115,43,86,50,10,25,40,19,23,82.6,10,35,45,25,5,1,17,17
BKN,W,240,116,41,87,47.1,11,27,40.7,23,34,67.6,13,38,51,27,12,8,18,27
NOP,W,240,119,47,83,56.6,10,32,31.3,15,21,71.4,6,36,42,26,14,5,18,20
LAC,W,241,130,48,88,54.5,12,26,46.2,22,30,73.3,10,42,52,26,12,2,12,32
HOU,W,239,107,39,82,47.6,11,47,23.4,18,22,81.8,8,46,54,17,12,4,13,24
ORL,W,238,114,40,90,44.4,17,35,48.6,17,20,85,12,38,50,28,7,6,12,28
DEN,W,240,96,37,85,43.5,10,30,33.3,12,20,60,18,40,58,25,7,2,16,19
DET,W,239,111,44,91,48.4,9,30,30,14,15,93.3,15,28,43,21,5,2,12,25
SAS,W,241,87,38,93,40.9,1,12,8.3,10,16,62.5,14,38,52,25,8,3,11,14
UTA,W,241,96,38,77,49.4,9,29,31,11,14,78.6,7,34,41,22,11,4,18,21
MEM,W,240,111,36,77,46.8,10,27,37,29,37,78.4,6,34,40,20,8,4,14,25
MIA,W,240,112,45,87,51.7,14,34,41.2,8,14,57.1,6,39,45,24,6,11,14,19
TOR,W,239,128,42,89,47.2,13,44,29.5,31,37,83.8,8,43,51,23,5,10,13,29
MIL,W,239,113,42,80,52.5,7,18,38.9,22,30,73.3,7,28,35,22,9,8,14,23
CHA,W,240,109,37,86,43,11,36,30.6,24,30,80,12,45,57,17,5,4,21,18
SAC,W,238,93,37,87,42.5,10,23,43.5,9,13,69.2,16,41,57,20,8,3,14,18
CLE,W,239,116,44,81,54.3,11,26,42.3,17,17,100,9,35,44,25,8,3,17,11
MIN,W,240,100,36,81,44.4,7,22,31.8,21,26,80.8,10,34,44,17,11,2,15,17
LAL,W,239,132,48,93,51.6,12,26,46.2,24,33,72.7,5,37,42,22,8,3,18,31
BKN,W,241,126,46,92,50,9,27,33.3,25,35,71.4,15,33,48,22,13,6,18,17
GSW,W,241,128,47,92,51.1,18,41,43.9,16,20,80,10,39,49,29,6,8,18,23
POR,W,240,114,46,95,48.4,9,19,47.4,13,17,76.5,11,40,51,19,5,6,9,26
WAS,W,241,115,40,75,53.3,6,17,35.3,29,35,82.9,7,30,37,25,12,7,16,18
BOS,W,240,102,35,84,41.7,10,29,34.5,22,32,68.8,14,41,55,16,4,5,19,24
TOR,W,240,117,39,83,47,13,29,44.8,26,28,92.9,13,36,49,26,10,4,17,19
LAC,W,239,108,42,107,39.3,12,33,36.4,12,13,92.3,17,42,59,23,12,3,14,20
OKC,W,242,105,39,90,43.3,11,38,28.9,16,22,72.7,13,28,41,26,14,7,18,22
UTA,W,241,106,41,81,50.6,9,24,37.5,15,16,93.8,6,30,36,28,9,5,15,18
SAS,W,240,107,41,89,46.1,8,21,38.1,17,19,89.5,12,38,50,22,8,11,11,18
POR,W,242,124,44,90,48.9,14,24,58.3,22,28,78.6,15,42,57,22,8,7,16,20
MEM,W,240,103,39,92,42.4,9,29,31,16,28,57.1,15,30,45,19,9,8,11,29
HOU,W,240,105,33,83,39.8,12,45,26.7,27,29,93.1,12,32,44,19,7,3,14,14
ATL,W,241,117,48,94,51.1,9,18,50,12,15,80,14,36,50,20,11,6,13,18
ORL,W,240,116,43,90,47.8,8,21,38.1,22,29,75.9,11,39,50,22,8,9,14,18
WAS,W,240,120,42,97,43.3,6,22,27.3,30,38,78.9,16,36,52,21,8,10,9,20
MIL,W,238,108,38,76,50,7,21,33.3,25,30,83.3,6,39,45,19,6,4,15,22
DET,W,239,102,41,96,42.7,9,26,34.6,11,12,91.7,9,38,47,24,14,3,8,21
IND,W,240,140,53,102,52,9,34,26.5,25,32,78.1,14,33,47,29,12,9,14,25
CLE,W,239,102,38,83,45.8,5,22,22.7,21,25,84,9,41,50,19,3,4,17,25
HOU,W,239,122,47,97,48.5,15,41,36.6,13,19,68.4,10,33,43,28,9,5,12,16
